"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.668194375E0,3.305438161E-1,-9.319941700E-2,5.712742731E-2
3.678254375E0,1.522682458E-1,1.621053927E-2,-1.149707809E-1
3.688314375E0,-7.689278573E-2,2.206768692E-1,-2.642960846E-1
3.698374375E0,-3.018000126E-1,4.016798139E-1,-2.976065576E-1
3.708434375E0,-4.533834159E-1,5.033031106E-1,-2.136003375E-1
3.718494375E0,-5.043338537E-1,4.527722001E-1,-4.117846861E-2
3.728554375E0,-4.555524290E-1,2.294328362E-1,2.226904482E-1
3.738614375E0,-3.067593575E-1,-8.481541276E-2,5.326514244E-1
3.748674375E0,-8.318883926E-2,-3.555177152E-1,7.889263630E-1
3.758734375E0,1.507952064E-1,-4.992208183E-1,9.222304821E-1
3.768794375E0,3.492036462E-1,-5.239123106E-1,9.117562771E-1
3.778854375E0,4.637896419E-1,-4.511757195E-1,7.880334854E-1
3.788914375E0,5.094026327E-1,-3.381506503E-1,6.058599949E-1
3.798974375E0,4.732409418E-1,-1.626753211E-1,4.135529697E-1
3.809034375E0,3.939503729E-1,-5.979450420E-3,2.055118978E-1
3.819094375E0,2.796154916E-1,1.001276225E-1,5.532376841E-2
3.829154375E0,1.515435278E-1,1.798820943E-1,-4.104191437E-2
3.839214375E0,1.165838074E-2,2.645935416E-1,-9.048739076E-2
3.849274375E0,-1.351803392E-1,3.446638882E-1,-1.218237430E-1
